8946020303411215,12,8
8946020303629775,4,8
8946020303847749,27,8
8946020304435877,31,8
8946020304694197,30,8
8946020304780237,26,8
8946020305231771,1,8
8946020305310947,15,8
8946020307958339,14,8
8946020308400557,29,8
8946020308627071,10,8
8946020308814497,17,8
8946020310708003,0,8
8946020312692403,14,8
8946020315062545,28,8
8946020315999623,3,8
8946020316544167,2,8
8946020317185501,19,8
8946020317740821,16,8
8946020318511923,7,8
8946020318827955,5,8
8946020318843015,11,8
8946020319250321,18,8
8946020319315337,21,8
8946020319917929,29,8
8946020320412455,13,8
8946020321110343,6,8
8946020321271753,17,8
8946020321645989,31,8
8946020321739543,12,8
8946020321871459,9,8
8946020322318089,16,8
8946020322386851,14,8
8946020322479393,19,8
8946020322579197,25,8
8946020322603489,28,8
8946020322649249,27,8
8946020322798289,31,8
8946020322847171,0,8
8946020322898417,18,8
8946020322917301,17,8
8946020322931623,8,8
8946020322988157,20,8
8946020322994737,22,8
8946020323001149,29,8
8946020323141793,23,8
8946020323180551,10,8
8946020323314209,24,8
8946020324375723,1,8
8946020324468335,3,8
8946020324572423,10,8
8946020324648911,5,8
8946020324850991,15,8
8946020325646619,3,8
8946020325768983,2,8
8946020326487893,28,8
8946020339248715,5,8
8946020347677867,11,16
8946020348037703,4,8
8946020353844279,0,16
8946020355718545,19,16
8946020355991693,16,8
8946020356444063,7,16
8946020357938481,18,8
8946020357959725,27,8
8946020358189047,6,8
8946020358351337,21,8
8946020358494501,29,8
8946020358613051,13,8
8946020358799393,25,8
8946020358874121,17,8
8946020358901665,20,8
8946020359031705,28,8
8946020359092317,23,8
8946020359125187,9,8
8946020359213685,24,8
8946020359365769,16,8
8946020359643533,19,8
8946020359896829,27,8
8946020360070823,5,8
8946020360178185,18,8
8946020360303921,29,8
8946020360397125,21,8
8946020360561851,6,8
8946020360561767,7,8
8946020360640279,2,8
8946020360643111,13,8
8946020360737913,17,8
8946020360811697,28,8
8946020360843885,25,8
8946020360914441,20,8
8946020360978845,24,8
8946020361027103,9,8
8946020362330717,18,8
8946020361117047,10,8
8946020362582645,29,8
8946020362700777,17,8
8946020362729401,21,8
8946020362835729,28,8
8946020362867707,7,8
8946020362880691,2,8
8946020363072809,25,8
8946020363170415,6,8
8946020363220599,13,8
8946020363310001,20,8
8946020363438833,24,8
8946020363481141,18,8
8946020364207473,17,8
8946020364372827,11,8
8946020364614473,29,8
8946020364772465,26,8
8946020364768947,9,8
8946020364800125,21,8
8946020364806739,1,8
8946020364811459,7,8
8946020361763239,0,8
8946020361756809,19,8
8946020362228541,27,8
8946020364905979,15,8
8946020364874539,10,8
8946020362215215,5,8
8946020361767369,16,8
8946020364974883,6,8
8946020365048581,25,8
8946020364868113,30,8
8946020365057901,20,8
8946020365336577,24,8
8946020365344217,28,8
8946020365526867,2,8
8946020365654675,13,8
8946020365812891,8,8
8946020366224631,4,8
8946020366558829,19,8
8946020366721981,29,8
8946020366882521,26,8
8946020366882225,27,8
8946020367042817,28,8
8946020367052657,21,8
8946020367084755,10,8
8946020367126199,0,8
8946020367251647,7,8
8946020367267503,1,8
8946020367401903,5,8
8946020367456269,20,8
8946020367377029,24,8
8946020367376933,25,8
8946020367527559,15,8
8946020367612099,6,8
8946020367899239,8,8
8946020368067623,12,8
8946020368159115,2,8
8946020368298523,13,8
8946020368390009,16,8
8946020368826129,21,8
8946020368831117,19,8
8946020368885809,27,8
8946020369220375,1,8
8946020369260247,0,8
8946020369314615,7,8
8946020369390923,9,8
8946020369496567,10,8
8946020369505671,6,8
8946020369747545,25,16
8946020370099979,5,8
8946020370233879,3,8
8946020370258873,16,8
8946020361425081,23,8
8946020370915091,2,8
8946020371153575,0,8
8946020371211193,31,8
8946020371535967,9,8
8946020371549711,14,8
8946020371600431,1,8
8946020371614625,22,8
8946020372112921,23,8
8946020372213467,5,8
8946020372942463,2,8
8946020373272035,14,8
8946020373301725,31,8
8946020373417043,1,8
8946020373566751,0,8
8946020373650561,22,8
8946020373656719,12,8
8946020374054493,23,8
8946020374788765,31,8
8946020374946039,3,8
8946020375139851,14,8
8946020375395635,0,8
8946020375426591,12,8
8946020376492223,14,8
8946020376790987,3,8
8946020376799739,12,8
8946020377621063,0,8
8946020377633363,14,8
8946020377800425,22,8
8946020377961875,12,8
8946020378936303,3,8
8946020380483959,3,8
8946020382047739,3,8
8946020382742573,30,8
8946020382759741,26,8
8946020382771541,23,8
8946020382788753,25,8
8946020382789817,24,8
8946020382833721,20,8
8946020382919275,8,8
8946020383090913,19,8
8946020383108693,30,8
8946020383135181,23,8
8946020383170343,0,8
8946020383198805,16,8
8946020383224051,1,8
8946020383385697,20,8
8946020383404183,13,8
8946020383435231,7,8
8946020383438023,2,8
8946020383476759,4,8
8946020383567917,27,8
8946020383620951,9,16
8946020383667291,8,8
8946020383686791,1,8
8946020383814809,22,8
8946020383918233,17,8
8946020383994493,24,8
8946020384099657,29,8
8946020384194057,18,8
8946020384222883,12,8
8946020384231709,16,16
8946020384236575,6,16
8946020384276303,11,8
