8423603458587673,1,8
8423603459848748,0,8
8423603465979967,2,8
8423603467162831,9,16
8423603467553972,4,16
8423603467983157,12,16
8423603468248775,14,16
8423603469470529,24,16
8423603469566691,5,16
8423603470306778,17,16
8423603470372883,8,16
8423603470959421,25,16
8423603471572351,0,4
8423603478745567,13,8
8423603481616429,23,8
8423603482272805,30,8
8423603483186578,28,16
8423603484124575,7,8
8423603484471761,22,8
8423603484649853,21,8
8423603485038797,27,16
8423603485247779,11,16
8423603485460845,31,16
8423603486023143,6,8
8423603486785893,20,16
8423603487328333,19,16
8423603487790489,26,8
8423603488023063,15,16
8423603488559365,29,8
8423603489284623,3,8
8423603492361719,10,16
8423603494375003,1,16
8423603502765971,4,8
8423603507536369,16,8
8423603508311263,5,16
8423603510734491,12,8
8423603510822319,13,8
8423603510884539,7,8
8423603512008471,14,8
8423603515233627,2,8
8423603515322667,11,8
8423603515843291,3,8
8423603516180343,10,16
8423603517024547,9,8
8423603517692721,20,8
8423603517873467,0,8
8423603517876939,6,8
8423603518010269,26,8
8423603518126457,17,8
8423603520945587,15,8
8423603521185611,8,16
8423603523014915,1,8
8423603526541593,21,8
8423603526561941,27,8
8423603526800189,16,8
8423603526794361,24,8
8423603526809607,3,8
8423603526843691,2,8
8423603526909285,18,8
8423603526912017,22,8
8423603526929397,28,8
8423603526930065,30,8
8423603526951839,4,8
8423603526976443,14,8
8423603527015313,19,8
8423603527116259,0,8
8423603527237595,11,8
8423603527290539,13,8
8423603527306061,23,8
8423603527334301,20,8
8423603527379781,29,8
8423603527389303,7,8
8423603527438187,10,8
8423603527528037,26,8
8423603527605883,1,8
8423603527621043,8,8
8423603527765263,15,8
8423603527907347,6,8
8423603528071841,27,8
8423603528081193,24,8
8423603528164841,21,8
8423603528277925,19,8
8423603528283229,30,8
8423603528314785,16,8
8423603528364407,3,8
8423603528382401,18,8
8423603528406111,2,8
8423603528414743,4,8
8423603528448529,28,8
8423603528486725,22,8
8423603528541579,14,8
