6428758476615001,28,16
6428758477814221,21,16
6428758479901345,23,8
6428758480126724,0,8
6428758481239640,4,8
6428758485002044,9,16
6428758486026232,2,4
6428758486417601,19,4
6428758486623829,18,4
6428758486633709,16,4
6428758486637669,20,4
6428758486809784,13,4
6428758487131332,5,4
6428758492203069,24,4
6428758493214852,8,8
6428758494920909,31,4
6428758495646933,29,4
6428758498567481,25,8
6428758498792117,30,8
6428758499063212,1,8
6428758502166920,3,16
6428758502810352,10,16
6428758505128364,7,8
6428758506342528,11,16
6428758506372552,12,16
6428758507251661,22,16
6428758507266040,15,16
6428758507285748,14,16
6428758507879513,27,16
6428758509830777,17,4
6428758510784557,26,4
6428758567956121,28,16
6428758570135013,23,16
6428758572209596,0,8
6428758576541973,21,4
6428758577161756,2,4
6428758578260480,13,4
6428758582169121,16,4
6428758584439420,4,4
6428758585456997,25,4
6428758585688481,30,8
6428758586500969,29,4
6428758589276664,9,8
6428758589579692,8,8
6428758589988257,18,8
6428758591156765,19,16
6428758591921953,20,16
6428758591950821,31,16
6428758592673996,10,16
6428758595353664,3,8
6428758596927548,5,16
6428758596954680,1,16
6428758597400793,22,16
6428758597505316,15,16
6428758598257184,14,16
6428758600393541,27,4
6428758600879000,12,4
6428758600892516,7,4
6428758605779309,17,4
6428758608906261,24,4
6428758611264428,11,8
6428758613607988,6,16
6428758617572705,26,8
6428758659611024,0,16
6428758663861465,21,4
6428758664052605,23,4
6428758701528309,20,4
6428758703693133,22,4
6428758704005993,31,4
6428758707688512,15,16
6428758707992588,2,16
6428758708454239,30,4
6428758708839401,28,4
6428758709157573,16,4
6428758709351412,8,4
6428758709931928,9,4
6428758713425328,10,16
6428758713605744,29,16
6428758713695549,25,16
6428758714884548,13,4
6428758719151932,14,4
6428758724932472,3,8
6428758727159772,4,8
6428758728345128,5,16
6428758728424453,27,16
6428758729273517,17,4
6428758729385141,19,4
6428758729667133,18,4
6428758730943012,1,4
6428758741198848,6,8
6428758742460417,24,16
6428758747185300,11,8
6428758750579560,7,4
6428758751294677,26,4
6428758756583376,12,4
6428758773526608,0,4
6428758790337237,30,16
6428758792730977,23,8
6428758796470345,28,16
6428758796518993,31,16
6428758797661380,10,4
6428758806101852,8,4
6428758809718736,2,8
6428758811576613,21,16
6428758811613188,3,16
6428758811688512,9,16
6428758815839888,14,8
6428758817421608,4,16
6428758818509036,13,16
6428758818538693,22,16
6428758818638509,20,16
6428758819568980,15,4
6428758820076873,29,4
6428758821184353,27,4
6428758821281649,16,4
6428758825805444,6,4
6428758829267109,25,4
6428758832151309,17,8
6428758833752309,19,16
6428758836892909,18,8
6428758839327584,1,16
6428758842552085,24,4
6428758842732196,5,4
6428758843665725,26,4
6428758848630140,12,4
6428758856171660,11,16
6428758864315536,7,16
6428758879332537,23,16
6428758884456777,30,8
6428758885432109,28,16
6428758885494945,31,16
6428758887753652,0,4
6428758892914300,8,4
6428758900125008,3,8
6428758902412032,10,16
6428758904440676,2,8
6428758908087896,9,16
6428758908417940,4,16
6428758909225405,21,4
6428758909730953,22,4
6428758910789264,14,4
6428758910841365,29,4
6428758917936201,20,4
6428758920187292,15,8
6428758922586205,16,8
6428758922909433,27,8
6428758923886660,6,16
6428758924773429,25,16
6428758924865204,13,16
6428758925613237,18,16
6428758929951221,19,16
6428758932877016,1,4
6428758933117833,26,4
6428758933533933,17,4
6428758939202860,12,4
6428758946588452,5,16
6428758950379468,7,16
6428758956816141,24,4
6428758998783105,31,4
6428758999031004,0,8
6428759004016717,30,16
6428759004079165,23,16
6428759004340520,11,16
6428759008188943,28,8
6428759018048832,4,16
