0.00,0.00,1000000.00,1500000.00,3000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1000000.00,0.00,0.00,1000000.00,0.00,0.00,0.00,0.00,500000.00,0.00,0.00,0.00,3500000.00,500000.00,500000.00,0.00,18500000.00,500000.00,1500000.00,1000000.00,0.00
0.00,500000.00,1000000.00,4500000.00,0.00,0.00,0.00,1000000.00,0.00,0.00,500000.00,0.00,0.00,500000.00,1000000.00,500000.00,0.00,1000000.00,1000000.00,0.00,500000.00,0.00,0.00,0.00,0.00,1000000.00,1000000.00,20000000.00,0.00,500000.00,5000000.00,0.00,1000000.00
0.00,1000000.00,2500000.00,500000.00,500000.00,500000.00,500000.00,500000.00,1000000.00,500000.00,500000.00,500000.00,0.00,1000000.00,0.00,1500000.00,500000.00,0.00,500000.00,500000.00,0.00,0.00,3000000.00,500000.00,3000000.00,500000.00,35500000.00,500000.00,500000.00,5500000.00,0.00,5000000.00,1500000.00
0.00,6500000.00,1500000.00,500000.00,1000000.00,0.00,500000.00,0.00,500000.00,1000000.00,500000.00,500000.00,500000.00,1500000.00,1000000.00,2000000.00,500000.00,1000000.00,500000.00,1500000.00,0.00,5500000.00,0.00,0.00,0.00,32000000.00,1000000.00,1000000.00,500000.00,0.00,5500000.00,500000.00,500000.00
0.00,0.00,500000.00,1500000.00,0.00,1000000.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,0.00,0.00,0.00,1500000.00,0.00,0.00,0.00,500000.00,0.00,0.00,0.00,19000000.00,0.00,500000.00,0.00,0.00,500000.00,500000.00,0.00,18500000.00
0.00,0.00,500000.00,4000000.00,0.00,0.00,0.00,500000.00,0.00,0.00,1500000.00,0.00,500000.00,0.00,0.00,500000.00,0.00,0.00,0.00,3000000.00,0.00,0.00,0.00,32500000.00,500000.00,0.00,3000000.00,0.00,0.00,1000000.00,500000.00,20000000.00,0.00
0.00,0.00,0.00,500000.00,0.00,0.00,2000000.00,0.00,500000.00,0.00,500000.00,500000.00,1000000.00,500000.00,1500000.00,1000000.00,0.00,0.00,0.00,0.00,1500000.00,1000000.00,23000000.00,0.00,500000.00,0.00,0.00,3000000.00,500000.00,1000000.00,35500000.00,1000000.00,500000.00
0.00,2000000.00,1000000.00,500000.00,0.00,1000000.00,0.00,0.00,0.00,1000000.00,500000.00,0.00,0.00,1000000.00,0.00,500000.00,0.00,1000000.00,0.00,0.00,1500000.00,16500000.00,1500000.00,0.00,0.00,0.00,0.00,0.00,0.00,32000000.00,500000.00,1000000.00,500000.00
0.00,500000.00,500000.00,1500000.00,500000.00,500000.00,0.00,500000.00,1000000.00,0.00,500000.00,0.00,2000000.00,1000000.00,0.00,1500000.00,3000000.00,0.00,1000000.00,1000000.00,26000000.00,0.00,0.00,500000.00,0.00,0.00,500000.00,500000.00,19000000.00,0.00,3000000.00,0.00,3500000.00
0.00,500000.00,0.00,1500000.00,0.00,0.00,0.00,0.00,500000.00,500000.00,1000000.00,0.00,0.00,0.00,0.00,500000.00,0.00,0.00,1500000.00,16500000.00,500000.00,0.00,1000000.00,0.00,500000.00,0.00,0.00,32500000.00,0.00,0.00,500000.00,0.00,0.00
