9163634944645255,5,8
9163634944821379,11,8
9163634945053489,25,8
9163634945091105,18,8
9163634945097779,4,8
9163634945244875,0,8
9163634945279083,9,8
9163634945592051,8,8
9163634945642789,20,8
9163634945776915,15,8
9163634946280589,31,8
9163634946323971,1,8
9163634946399101,21,8
9163634946506839,14,8
9163634946669941,17,8
9163634947040517,28,8
9163634947238771,13,8
9163634947300659,3,8
9163634947334425,26,8
9163634947352417,27,8
9163634947360073,30,8
9163634947391275,2,8
9163634947516727,6,8
9163634947516827,7,8
9163634947588937,24,8
9163634947656733,22,8
9163634955664831,1,8
9163634956748167,10,8
9163634956835803,8,8
9163634958204571,12,8
9163634958743819,14,8
9163634959594587,15,8
9163634959743463,6,8
9163634959920729,24,8
9163634960002481,21,8
9163634960313453,16,8
9163634960481399,7,8
9163634960706937,22,8
9163634961482297,30,8
9163634962023557,23,8
9163634962225969,29,8
9163634962229057,17,8
9163634962253707,11,8
9163634962294951,5,8
9163634962399485,27,8
9163634962433257,20,8
9163634962543689,30,8
9163634962598865,25,8
9163634962628437,26,8
9163634962695235,4,8
9163634962827249,20,8
9163634962890959,0,8
9163634962924589,27,8
9163634962930873,23,8
9163634963022913,21,8
9163634963057265,22,8
9163634963090597,26,8
9163634963109821,31,8
9163634963140377,19,8
9163634963167221,24,8
9163634963311369,18,8
9163634963357773,25,8
9163634963789447,1,8
9163634963821467,15,8
9163634964290703,7,8
9163634964310643,6,8
9163634964526763,1,8
9163634964559883,14,8
9163634964580475,8,8
9163634965026515,9,8
9163634965084367,3,8
9163634965379611,10,8
9163634965741139,10,8
9163634965818619,12,8
9163634965918717,17,8
9163634966723729,16,8
9163634966854219,2,8
9163634971895277,28,8
9163634972180685,28,8
9163634983829795,12,8
9163634987137231,9,8
9163634989851309,19,8
9163634995487757,18,16
9163634995772551,13,16
9163634997329135,8,16
9163634999048581,31,16
9163635000068487,15,16
9163635000452227,0,16
9163635001433025,24,8
9163635001666109,29,8
9163635001807223,1,16
9163635002019433,28,8
9163635002102923,14,8
9163635002333897,20,8
9163635002390025,25,8
9163635002596077,19,8
9163635003584163,9,8
9163635002714495,3,8
9163635002755407,6,8
9163635003679445,24,8
9163635002809685,18,8
9163635003262005,31,8
9163635003273191,7,8
9163635003837023,13,8
9163635004000039,10,8
9163635004027331,8,8
9163635004461781,29,8
9163635004504311,15,8
9163635004549273,28,8
9163635005131937,16,8
9163635005579363,6,8
9163635005610801,20,8
9163635005658403,9,8
9163635005750491,7,8
9163635005856669,19,8
9163635005935733,25,8
9163635006052177,18,8
9163635006099497,24,8
9163635006188705,31,8
9163635006226103,1,8
9163635006633265,29,8
9163635006677447,8,8
9163635006680607,10,8
9163635006902451,0,8
9163635006938421,28,8
9163635006903943,5,16
9163635006909363,4,8
9163635006996971,2,8
