44,4,3,577,185,1,52,11,0,23,21,8,85,6,21,55,10,8,11,14,50,3,0,3,229,85,13,14,35,350,479,137,0
41,81,0,174,6,27,0,1,84,0,9,380,15,3,5,0,54,104,6,20,15,275,0,12,109,490,3,66,57,72,19,0,137
54,23,0,95,12,61,0,115,4,0,0,1,77,26,0,0,5,71,0,0,2,0,0,113,5,61,9,199,67,736,0,19,479
94,27,0,17,11,14,4,101,11,0,29,41,79,33,4,2,17,24,2,0,6,1,1,0,9,13,7,420,118,0,736,72,350
222,14,10,10,0,202,159,0,26,0,185,75,20,181,0,464,97,20,2,401,0,0,65,0,5,5,66,19,0,118,67,57,35
162,0,50,9,106,0,0,153,3,3,0,151,685,22,0,12,2,0,0,11,6,0,55,5,27,4,57,0,19,420,199,66,14
158,0,585,12,152,17,135,76,0,2,32,0,70,15,140,0,2,8,21,443,4,5,196,135,42,7,0,57,66,7,9,3,13
117,115,34,704,0,0,0,5,36,0,0,57,7,0,0,0,25,24,0,3,107,199,8,86,117,0,7,4,5,13,61,490,85
163,25,76,38,504,32,6,14,231,82,111,60,181,1,26,31,105,135,9,4,9,576,8,210,0,117,42,27,5,9,5,109,229
162,4,45,56,10,118,22,30,1,256,113,24,1,228,183,0,22,342,41,0,71,126,54,0,210,86,135,5,0,0,113,12,3
173,0,136,0,6,39,87,0,23,360,446,142,0,37,0,24,219,24,86,276,0,7,0,54,8,8,196,55,65,1,0,0,0
52,21,25,203,82,12,2,3,98,0,13,445,15,0,2,0,5,8,72,88,42,0,7,126,576,199,5,0,0,1,0,275,3
112,66,7,0,70,1,7,63,376,221,17,0,7,2,178,212,163,20,577,90,0,42,0,71,9,107,4,6,0,6,2,15,50
56,0,67,0,25,10,29,1,85,2,320,0,52,27,21,61,111,97,95,0,90,88,276,0,4,3,443,11,401,0,0,20,14
109,167,18,0,5,13,186,0,82,10,295,13,47,122,226,23,13,362,0,95,577,72,86,41,9,0,21,0,2,2,0,6,11
303,161,19,0,55,365,10,10,133,2,46,48,3,463,50,73,57,0,362,97,20,8,24,342,135,24,8,0,20,24,71,104,8
291,432,164,16,28,3,0,0,51,2,4,5,0,201,485,34,0,57,13,111,163,5,219,22,105,25,2,2,97,17,5,54,10
192,11,40,0,182,61,524,14,73,338,142,12,0,8,41,0,34,73,23,61,212,0,24,0,31,0,0,12,464,2,0,0,55
230,189,63,0,0,0,91,189,246,117,5,3,7,21,0,41,485,50,226,21,178,2,0,183,26,0,140,0,0,4,0,5,21
166,122,92,0,5,80,33,94,28,169,3,142,133,0,21,8,201,463,122,27,2,0,37,228,1,0,15,22,181,33,26,3,6
168,9,3,7,101,146,2,582,68,12,10,53,0,133,7,0,0,3,47,52,7,15,0,1,181,7,70,685,20,79,77,15,85
164,156,3,6,0,172,0,26,5,54,18,0,53,142,3,12,5,48,13,0,0,445,142,24,60,57,0,151,75,41,1,380,8
183,4,18,14,0,349,183,0,49,68,0,18,10,3,5,142,4,46,295,320,17,13,446,113,111,0,32,0,185,29,0,9,21
161,29,0,0,145,1,120,104,132,0,68,54,12,169,117,338,2,2,10,2,221,0,360,256,82,0,2,3,0,0,0,0,23
165,5,79,61,0,14,8,367,0,132,49,5,68,28,246,73,51,133,82,85,376,98,23,1,231,36,0,3,26,11,4,84,0
161,45,130,0,20,21,19,0,367,104,0,26,582,94,189,14,0,10,0,1,63,3,0,30,14,5,76,153,0,101,115,1,11
176,27,12,9,21,347,0,19,8,120,183,0,2,33,91,524,0,10,186,29,7,2,87,22,6,0,135,0,159,4,0,0,52
203,169,67,7,19,0,347,21,14,1,349,172,146,80,0,61,3,365,13,10,1,12,39,118,32,0,17,0,202,14,61,27,1
177,73,257,19,0,19,21,20,0,145,0,0,101,5,0,182,28,55,5,25,70,82,6,10,504,0,152,106,0,11,12,6,185
161,21,107,0,19,7,9,0,61,0,14,6,7,0,0,0,16,0,0,0,0,203,0,56,38,704,12,9,10,17,95,174,577
141,206,0,107,257,67,12,130,79,0,18,3,3,92,63,40,164,19,18,67,7,25,136,45,76,34,585,50,10,0,0,0,3
304,0,206,21,73,169,27,45,5,29,4,156,9,122,189,11,432,161,167,0,66,21,0,4,25,115,0,0,14,27,23,81,4
0,304,141,161,177,203,176,161,165,161,183,164,168,166,230,192,291,303,109,56,112,52,173,162,163,117,158,162,222,94,54,41,44

